student_id,age,gender,city_type,study_hours_per_day,deep_work_sessions,assignment_completion_rate,attendance_percentage,social_media_hours,doomscrolling_before_sleep,notification_distractions,ai_tool_usage_hours,gaming_hours,stress_level,motivation_level,focus_score,procrastination_index,mental_state,sleep_hours,caffeine_intake,physical_activity_hours,internet_quality,family_support,financial_stress,learning_style,career_goal,productivity_after_midnight,revision_efficiency,burnout_risk,consistency_score,final_exam_score,performance_category
2549,22,Female,Urban,2.9,2,92,79,0.8,0,26,0.3,1.1,5,2,9.0,5,Focused,7.5,7,2.5,1,5,9,Audio,Medical,5,5,6,6,69,Medium
2550,22,Male,Urban,5.0,7,54,86,1.5,1,77,1.2,3.0,7,7,10.0,3,Focused,7.6,7,0.4,6,2,1,Reading,Research,3,3,7,4,76,High
2551,18,Female,Urban,0.5,6,65,61,1.8,0,14,1.5,3.3,1,9,2.0,5,Burnout,6.5,5,0.7,4,2,2,Practical,Engineering,8,2,10,7,27,Low
2552,17,Female,Rural,3.2,6,89,100,5.1,1,75,2.7,0.7,8,2,3.0,1,Distracted,7.2,4,0.5,8,10,2,Visual,Engineering,5,4,3,10,78,High
2553,22,Female,Rural,3.4,5,92,54,1.4,1,40,1.3,3.1,2,3,3.0,10,Balanced,4.8,0,0.6,8,10,7,Visual,Research,7,8,8,5,24,Low
2554,16,Female,Rural,1.1,3,88,69,6.1,1,6,2.3,0.0,6,10,3.0,3,Distracted,5.8,0,0.0,8,2,3,Visual,Business,8,3,5,9,71,Medium
2555,20,Female,Urban,3.8,0,67,98,5.3,0,15,1.6,2.5,6,9,7.0,4,Distracted,6.7,2,0.8,3,1,5,Reading,Engineering,4,9,4,3,73,Medium
2556,20,Male,Rural,3.3,4,75,65,6.1,0,37,0.3,4.8,4,10,8.0,9,Burnout,7.2,0,0.7,1,3,4,Visual,Research,2,10,7,9,60,Medium
2557,15,Female,Semi-Urban,6.3,5,55,53,4.2,1,11,1.2,2.6,4,3,3.0,10,Balanced,7.2,6,1.5,8,1,7,Visual,Medical,10,4,1,2,31,Low
2558,15,Female,Rural,4.0,0,44,55,1.7,1,94,1.6,0.0,3,3,5.0,7,Balanced,5.9,2,0.8,5,7,6,Practical,Research,10,3,7,5,36,Low
2559,16,Female,Rural,4.9,6,73,72,1.8,0,113,1.3,0.5,7,1,2.0,5,Distracted,7.7,7,1.7,3,5,2,Practical,Medical,8,3,5,1,54,Medium
2560,23,Female,Rural,4.5,6,73,70,1.0,0,25,2.0,1.3,7,10,1.0,6,Distracted,6.3,5,1.0,10,2,10,Practical,Business,1,8,7,2,62,Medium
2561,23,Female,Rural,4.8,2,88,79,2.2,0,32,2.6,0.9,3,9,9.0,8,Burnout,8.0,2,1.2,10,3,6,Practical,Research,2,9,2,10,97,High
2562,22,Male,Urban,3.4,4,69,98,1.9,0,88,0.1,2.5,3,4,3.0,9,Focused,7.9,4,1.2,5,2,9,Practical,Medical,2,5,7,3,49,Low
2563,17,Female,Semi-Urban,4.7,2,70,68,3.1,1,110,0.4,0.0,10,5,8.0,8,Distracted,6.6,0,0.2,10,7,4,Visual,Research,3,3,2,8,49,Low
2564,20,Female,Urban,7.1,1,44,82,0.6,1,44,1.6,1.0,8,9,5.0,3,Balanced,8.7,5,1.4,1,9,4,Reading,Arts,2,10,3,6,87,High
2565,17,Female,Semi-Urban,4.0,1,87,65,1.5,0,5,1.1,1.3,9,5,8.0,6,Focused,,6,1.2,7,3,3,Reading,Arts,10,3,10,6,56,Medium
2566,15,Female,Semi-Urban,5.2,4,80,90,5.9,1,114,2.4,3.7,7,6,8.0,3,Focused,6.3,2,2.5,8,8,7,Visual,Business,2,3,7,8,71,Medium
2567,16,Male,Urban,3.4,1,43,78,4.2,1,74,3.0,2.0,5,10,7.0,5,Burnout,6.7,6,2.3,8,5,5,Audio,Research,10,6,6,8,50,Medium
2568,18,Female,Rural,3.1,7,45,70,2.6,1,81,1.9,4.1,8,10,3.0,9,Burnout,6.0,5,0.1,4,5,5,Practical,Business,3,9,1,6,53,Medium
2569,22,Male,Rural,5.9,6,47,62,4.3,0,45,1.0,0.9,10,4,5.0,6,Distracted,6.9,5,1.1,2,9,2,Reading,Arts,9,10,4,1,49,Low
2570,16,Female,Urban,4.1,1,45,92,4.3,1,110,1.5,0.8,1,4,2.0,2,Distracted,7.1,0,1.3,5,3,2,Audio,Medical,4,1,3,1,45,Low
2571,17,Male,Semi-Urban,1.5,6,55,96,4.2,0,25,2.9,4.3,7,7,4.0,1,Focused,7.9,4,0.4,5,3,4,Visual,Research,1,4,4,4,59,Medium
2572,18,Male,Semi-Urban,4.0,7,41,66,2.7,0,27,2.5,2.7,10,4,7.0,6,Distracted,8.2,0,0.8,8,6,1,Reading,Arts,7,1,8,3,49,Low
2573,15,Male,Semi-Urban,0.6,4,77,58,3.7,0,78,1.7,1.0,2,7,9.0,9,Focused,7.0,6,0.9,1,7,7,Audio,Arts,9,9,1,10,69,Medium
2574,19,Male,Urban,5.5,1,54,55,4.2,1,27,0.8,2.7,1,4,3.0,5,Balanced,7.8,0,0.4,9,6,6,Visual,Medical,4,1,9,10,44,Low
2575,22,Male,Urban,3.9,2,79,69,0.0,1,81,0.4,3.4,5,8,2.0,5,Distracted,6.8,6,0.8,8,9,2,Reading,Engineering,3,4,5,10,65,Medium
2576,18,Male,Semi-Urban,3.5,5,40,62,3.5,1,114,0.2,1.9,8,2,8.0,10,Balanced,6.6,6,2.6,3,6,1,Reading,Arts,6,5,2,4,31,Low
2577,21,Female,Urban,4.9,5,98,75,2.0,1,50,1.8,2.4,5,7,3.0,10,Balanced,6.3,1,2.0,10,2,7,Reading,Engineering,10,2,5,10,52,Medium
2578,15,Female,Rural,7.4,0,46,83,2.1,0,83,2.6,2.1,9,3,6.0,5,Distracted,4.3,2,0.6,1,10,2,Practical,Arts,7,1,5,8,55,Medium
2579,15,Male,Rural,6.9,2,85,75,2.0,0,8,0.6,1.2,10,2,3.0,2,Distracted,7.8,1,0.6,5,4,1,Practical,Business,7,6,10,1,53,Medium
2580,23,Female,Semi-Urban,1.7,7,72,51,2.3,1,18,1.0,0.9,1,5,10.0,5,Focused,5.9,2,0.0,3,3,3,Visual,Engineering,4,10,1,4,71,Medium
2581,19,Female,Urban,5.7,2,87,100,2.6,0,5,0.7,2.4,6,8,6.0,4,Burnout,4.3,2,0.8,8,9,8,Audio,Research,9,8,5,5,81,High
2582,15,Female,Semi-Urban,4.7,1,61,55,3.8,0,32,2.6,0.0,3,8,2.0,5,Focused,5.5,6,1.0,6,2,7,Reading,Engineering,5,10,4,4,71,Medium
2583,21,Female,Urban,2.8,2,89,91,2.8,0,31,1.2,3.3,6,8,6.0,6,Distracted,7.5,6,0.1,8,6,9,Visual,Engineering,6,4,6,2,47,Low
2584,22,Male,Urban,2.0,3,46,96,2.3,0,92,1.6,2.1,5,6,,6,Focused,7.2,5,1.3,3,2,2,Practical,Business,2,8,1,3,49,Low
2585,23,Female,Urban,4.7,6,74,68,5.8,0,99,1.9,2.6,5,7,3.0,2,Balanced,6.7,0,0.9,1,1,1,Visual,Business,10,3,6,10,65,Medium
2586,16,Female,Urban,2.7,0,91,85,2.3,0,115,1.1,3.3,10,10,3.0,4,Burnout,6.3,2,0.2,5,5,5,Visual,Research,5,9,10,5,39,Low
2587,23,Female,Urban,4.5,4,96,64,3.7,1,110,1.8,0.6,9,2,,1,Balanced,4.9,6,1.3,9,3,8,Audio,Medical,1,6,6,5,39,Low
2588,18,Male,Semi-Urban,4.2,7,82,59,0.3,0,119,0.6,2.0,7,8,7.0,8,Distracted,4.2,3,0.8,9,9,8,Practical,Arts,3,6,2,6,76,High
2589,22,Male,Urban,3.7,1,77,52,2.3,1,67,1.1,2.0,6,9,9.0,10,Balanced,5.6,7,0.3,8,3,5,Audio,Engineering,3,10,4,5,61,Medium
2590,22,Male,Urban,2.0,5,90,89,3.8,0,110,2.7,1.0,3,8,5.0,2,Burnout,5.8,0,1.5,10,10,5,Practical,Business,9,7,9,9,50,Medium
2591,16,Female,Semi-Urban,5.0,2,45,76,3.6,0,107,0.1,1.1,1,5,10.0,8,Focused,8.9,0,2.1,3,3,3,Visual,Medical,1,3,2,9,88,High
2592,22,Female,Rural,5.6,5,72,72,3.1,0,76,0.0,0.8,2,4,8.0,4,Balanced,8.1,7,0.7,4,9,1,Reading,Research,6,1,6,4,62,Medium
2593,23,Female,Rural,2.3,6,68,73,7.4,0,88,4.0,1.2,10,9,8.0,4,Distracted,5.1,1,0.2,8,9,3,Reading,Research,8,10,8,5,47,Low
2594,20,Male,Semi-Urban,3.6,0,78,50,0.3,0,98,1.5,2.0,1,1,5.0,4,Distracted,7.1,1,1.9,2,5,10,Reading,Engineering,9,7,10,4,47,Low
2595,23,Male,Urban,5.8,3,97,56,1.5,0,95,1.0,1.8,8,7,8.0,7,Distracted,8.0,1,0.5,4,4,10,Practical,Arts,6,8,5,3,49,Low
2596,15,Female,Semi-Urban,2.2,3,48,53,2.4,0,89,0.9,1.3,7,2,6.0,4,Burnout,5.6,3,0.0,5,4,2,Practical,Medical,8,1,9,6,31,Low
2597,23,Female,Rural,3.2,4,53,93,3.2,0,83,2.5,1.9,3,1,5.0,5,Burnout,3.7,5,1.1,9,7,6,Reading,Business,9,2,6,5,13,Low
2598,20,Male,Rural,0.5,2,92,61,0.6,1,92,0.5,0.0,7,7,2.0,8,Distracted,6.6,0,1.2,4,8,9,Visual,Business,9,10,1,1,41,Low
2599,21,Male,Urban,1.5,2,46,94,1.8,1,93,0.7,0.0,6,1,9.0,2,Burnout,7.8,1,0.3,8,10,4,Practical,Medical,8,9,5,1,35,Low
2600,18,Female,Urban,5.4,4,61,63,3.0,1,89,1.0,2.8,7,4,6.0,9,Balanced,7.9,2,0.3,5,9,5,Practical,Medical,3,8,7,5,54,Medium
2601,21,Female,Semi-Urban,5.3,1,58,70,1.4,1,53,0.6,5.3,2,9,4.0,9,Distracted,7.1,6,0.6,5,7,3,Visual,Medical,8,4,8,6,46,Low
2602,18,Male,Rural,4.1,7,82,56,3.8,0,92,2.0,2.7,10,4,7.0,2,Distracted,5.4,2,0.2,2,5,1,Practical,Arts,2,6,6,8,80,High
2603,15,Male,Semi-Urban,2.4,3,94,51,3.0,0,85,2.1,4.4,10,6,7.0,2,Focused,8.5,1,0.0,6,1,4,Reading,Arts,8,8,5,7,97,High
2604,19,Male,Urban,3.5,7,83,98,3.2,1,103,1.9,0.6,8,2,5.0,9,Distracted,4.4,5,0.0,5,8,5,Visual,Medical,9,3,1,4,46,Low
2605,23,Female,Semi-Urban,4.9,6,53,68,3.7,0,50,0.0,0.0,9,5,5.0,5,Balanced,6.6,6,1.4,7,2,4,Reading,Research,1,7,2,8,61,Medium
2606,15,Female,Rural,3.7,3,80,100,1.8,0,92,1.4,0.8,1,10,10.0,7,Balanced,7.6,2,0.0,1,10,3,Audio,Medical,9,1,3,2,77,High
2607,20,Female,Urban,4.8,1,44,68,2.4,1,59,2.3,2.4,7,1,5.0,5,Burnout,8.0,2,1.4,9,6,1,Visual,Arts,5,2,1,3,45,Low
2608,19,Female,Semi-Urban,8.0,5,69,71,3.1,0,111,1.8,4.0,2,6,5.0,6,Distracted,6.4,1,0.0,3,6,6,Audio,Arts,10,9,2,7,79,High
2609,22,Male,Rural,6.9,4,41,60,,1,38,0.3,3.1,6,6,9.0,9,Distracted,6.3,4,0.9,1,7,4,Practical,Arts,9,3,6,9,65,Medium
2610,19,Female,Rural,4.1,1,71,96,3.1,0,117,1.8,3.4,6,1,8.0,8,Distracted,7.6,2,1.9,4,8,9,Practical,Business,5,6,10,8,46,Low
2611,22,Female,Semi-Urban,3.1,5,90,64,3.4,1,45,1.0,3.7,9,7,7.0,4,Distracted,6.7,7,0.8,7,8,9,Practical,Research,1,9,7,7,37,Low
2612,21,Male,Urban,4.9,5,85,57,4.5,1,50,1.8,1.1,4,4,2.0,10,Focused,6.5,6,2.2,10,8,9,Audio,Medical,8,5,4,5,33,Low
2613,20,Male,Urban,3.0,4,64,74,4.6,0,92,0.8,2.8,5,7,8.0,7,Distracted,7.8,6,1.1,2,6,10,Reading,Medical,6,4,3,3,46,Low
2614,16,Female,Rural,5.2,5,65,79,0.6,1,35,2.1,3.1,6,4,10.0,6,Focused,5.2,7,1.7,2,8,8,Audio,Business,2,7,8,7,73,Medium
2615,18,Male,Urban,4.1,4,70,79,2.3,1,96,2.2,4.2,8,1,6.0,10,Balanced,7.3,7,1.0,9,6,7,Practical,Medical,6,5,1,2,33,Low
2616,23,Female,Semi-Urban,4.9,5,81,59,3.7,1,70,2.1,4.2,10,3,1.0,3,Distracted,4.4,4,0.0,9,7,9,Reading,Business,3,7,6,2,33,Low
2617,16,Female,Urban,5.2,7,42,96,3.8,0,24,2.3,2.2,5,5,9.0,6,Distracted,6.5,5,0.4,9,6,8,Visual,Engineering,7,1,1,10,74,Medium
2618,16,Female,Urban,1.0,1,83,58,3.6,0,82,0.0,2.0,10,6,5.0,10,Distracted,6.7,6,1.0,10,4,1,Reading,Arts,2,6,5,10,51,Medium
2619,16,Male,Rural,3.8,6,83,89,2.6,1,45,0.4,0.1,9,7,1.0,9,Distracted,6.6,5,2.2,7,3,2,Audio,Engineering,5,4,8,5,30,Low
2620,15,Male,Rural,6.6,7,89,94,0.0,1,59,2.7,1.3,3,10,9.0,2,Focused,6.5,1,0.7,5,10,8,Audio,Engineering,7,4,10,9,100,High
2621,21,Female,Semi-Urban,5.2,4,40,54,2.5,1,100,1.1,1.6,2,10,3.0,5,Distracted,7.7,5,1.1,6,6,5,Practical,Research,2,1,5,8,67,Medium
2622,17,Female,Urban,3.9,7,63,67,2.3,1,42,0.1,0.0,9,8,2.0,10,Focused,7.1,5,0.0,8,10,5,Practical,Research,5,2,6,5,30,Low
2623,23,Male,Urban,2.4,5,81,78,0.2,0,93,0.0,0.1,2,1,2.0,4,Focused,5.2,3,0.3,4,1,10,Visual,Arts,1,10,3,4,69,Medium
2624,17,Female,Semi-Urban,1.7,3,42,74,4.7,0,80,0.3,2.9,3,6,7.0,8,Focused,6.2,2,1.1,6,3,9,Practical,Arts,9,6,1,1,38,Low
2625,18,Male,Rural,3.9,3,98,55,3.4,1,30,0.2,2.9,10,6,4.0,5,Balanced,8.4,1,1.8,3,3,9,Visual,Medical,4,4,1,7,55,Medium
2626,23,Male,Semi-Urban,2.9,5,97,75,3.3,1,83,0.4,0.9,7,8,9.0,5,Burnout,5.9,1,1.1,1,5,8,Visual,Arts,10,4,4,4,44,Low
2627,15,Female,Rural,3.3,1,93,69,4.4,1,91,1.3,4.1,3,3,1.0,6,Burnout,7.6,7,1.2,7,9,10,Visual,Arts,9,2,8,7,20,Low
2628,16,Female,Urban,2.9,1,41,81,2.8,0,107,2.7,3.0,10,5,2.0,1,Focused,7.4,6,0.8,1,9,6,Audio,Engineering,2,1,1,2,41,Low
2629,15,Female,Rural,4.2,7,68,69,1.5,0,76,0.5,1.3,7,1,6.0,7,Focused,6.7,7,0.9,10,1,4,Practical,Research,6,4,5,2,44,Low
2630,21,Female,Semi-Urban,3.5,2,47,82,3.0,1,52,0.8,2.4,6,1,1.0,2,Balanced,5.5,7,1.2,6,10,5,Visual,Arts,9,8,3,7,56,Medium
2631,17,Female,Semi-Urban,5.3,6,71,71,,0,119,1.7,3.6,6,6,4.0,10,Distracted,4.9,1,0.6,2,8,4,Audio,Arts,9,6,5,7,68,Medium
2632,23,Male,Urban,3.7,7,76,89,2.0,0,49,1.6,0.5,5,2,1.0,7,Balanced,5.6,2,1.0,7,2,3,Practical,Research,8,4,5,7,60,Medium
2633,19,Male,Urban,5.0,3,51,50,0.8,0,76,0.0,4.1,3,9,9.0,2,Burnout,3.2,7,2.9,4,10,7,Audio,Business,7,9,2,8,92,High
2634,23,Male,Urban,1.8,1,60,98,5.9,0,37,0.0,4.1,2,10,9.0,5,Distracted,5.5,4,1.7,4,6,7,Practical,Medical,8,2,4,7,56,Medium
2635,21,Male,Semi-Urban,3.3,0,93,67,4.3,0,36,1.3,2.9,2,7,7.0,3,Burnout,7.8,2,0.7,7,10,4,Practical,Arts,2,3,4,1,40,Low
2636,22,Female,Semi-Urban,4.7,4,85,71,3.2,0,40,0.3,2.5,6,2,6.0,8,Distracted,8.8,7,1.3,8,10,2,Audio,Business,10,2,9,6,58,Medium
2637,21,Male,Semi-Urban,5.6,4,44,61,3.5,0,44,0.8,0.0,1,5,5.0,10,Burnout,6.2,4,1.8,6,1,6,Audio,Arts,6,7,9,9,42,Low
2638,18,Male,Rural,4.8,4,54,93,4.6,1,114,2.7,0.0,3,7,7.0,3,Distracted,6.8,2,0.5,1,5,9,Visual,Medical,2,3,3,7,61,Medium
2639,21,Female,Semi-Urban,0.5,5,68,54,1.1,1,89,0.1,2.7,1,7,8.0,8,Burnout,7.3,0,1.6,6,1,6,Practical,Arts,1,6,9,5,35,Low
2640,18,Female,Urban,4.6,3,79,50,4.9,0,119,0.0,4.1,9,10,9.0,10,Focused,5.7,0,1.4,1,10,5,Audio,Research,10,9,3,7,82,High
2641,16,Male,Urban,4.8,4,79,57,5.3,0,25,1.3,3.0,9,5,7.0,4,Distracted,9.5,1,2.3,2,2,4,Practical,Engineering,8,7,5,7,72,Medium
2642,20,Female,Semi-Urban,2.8,7,94,92,4.3,1,47,2.3,0.9,5,10,8.0,4,Focused,6.0,2,0.4,1,3,1,Audio,Medical,6,2,3,8,98,High
2643,16,Male,Semi-Urban,1.6,5,98,65,1.9,0,82,2.9,0.0,4,10,4.0,4,Burnout,7.4,7,1.7,5,5,4,Audio,Research,4,7,4,10,56,Medium
2644,17,Female,Semi-Urban,5.3,3,65,93,2.0,0,44,0.0,5.1,4,8,10.0,2,Burnout,4.6,5,1.4,10,3,6,Audio,Research,7,9,8,6,75,High
2645,19,Female,Rural,4.2,1,97,94,4.4,0,112,1.3,3.4,8,5,9.0,3,Burnout,7.2,0,1.0,10,10,8,Audio,Engineering,8,7,7,3,52,Medium
2646,21,Female,Semi-Urban,5.0,7,80,76,3.1,0,20,1.1,1.2,3,3,3.0,8,Distracted,7.3,6,0.5,1,6,3,Practical,Business,1,10,2,3,73,Medium
2647,18,Male,Urban,5.1,4,87,52,1.6,0,42,1.3,2.2,8,4,2.0,9,Focused,6.7,5,0.1,10,5,1,Visual,Medical,9,7,1,10,96,High
2648,17,Female,Semi-Urban,4.5,3,88,82,2.5,0,37,3.1,1.9,1,1,9.0,8,Burnout,6.3,1,0.6,4,2,6,Reading,Business,5,5,8,1,35,Low
2649,18,Male,Rural,5.3,1,81,92,4.6,0,25,1.8,3.3,9,8,,4,Burnout,6.3,7,1.5,10,8,5,Visual,Research,1,7,10,3,56,Medium
2650,21,Male,Semi-Urban,7.5,6,45,91,1.6,0,107,1.5,1.0,7,6,5.0,3,Burnout,6.1,5,1.0,3,2,1,Audio,Business,9,10,5,9,96,High
2651,18,Male,Rural,2.8,7,65,59,0.6,1,37,0.4,3.9,4,7,,2,Balanced,7.7,4,1.8,4,9,1,Practical,Arts,9,10,9,1,67,Medium
2652,22,Female,Rural,4.5,7,99,66,3.5,1,101,1.7,0.0,9,10,8.0,5,Distracted,5.7,1,2.0,3,9,5,Practical,Research,8,1,1,3,70,Medium
2653,19,Female,Semi-Urban,4.1,2,61,89,4.6,1,64,1.1,2.9,9,9,1.0,3,Balanced,6.0,4,1.9,4,2,5,Reading,Arts,10,3,7,4,33,Low
2654,22,Male,Urban,5.6,2,94,59,1.9,1,71,0.0,3.6,9,9,8.0,10,Balanced,6.7,1,1.2,5,2,3,Visual,Engineering,8,1,4,6,66,Medium
2655,21,Male,Urban,4.4,7,99,58,1.6,0,99,1.4,3.3,4,7,9.0,10,Focused,5.4,6,0.0,5,1,1,Visual,Business,9,4,3,5,79,High
2656,19,Male,Rural,2.4,5,45,68,3.4,1,72,2.5,6.1,10,3,6.0,8,Focused,8.6,4,1.2,1,7,2,Audio,Engineering,9,10,4,7,55,Medium
2657,23,Female,Urban,4.9,0,82,73,0.8,0,31,0.0,2.6,5,6,3.0,7,Burnout,6.6,1,1.6,9,3,8,Reading,Engineering,6,1,6,8,50,Medium
2658,17,Male,Semi-Urban,4.3,5,98,86,2.9,1,59,2.0,1.9,6,9,10.0,8,Balanced,6.3,2,2.1,4,7,5,Audio,Business,4,3,3,10,83,High
2659,21,Female,Urban,4.0,1,48,68,4.5,0,54,0.3,4.4,3,7,3.0,2,Focused,6.4,4,0.6,7,1,1,Audio,Medical,6,4,1,9,76,High
2660,16,Male,Semi-Urban,1.9,6,49,93,3.5,1,116,2.0,2.4,4,6,3.0,9,Distracted,4.5,0,1.1,2,8,5,Reading,Arts,2,7,5,8,14,Low
2661,16,Female,Urban,6.8,0,54,88,6.5,1,104,2.2,4.2,3,10,8.0,1,Distracted,7.5,5,0.4,6,7,1,Practical,Engineering,3,6,6,10,83,High
2662,21,Male,Rural,4.1,2,89,75,3.9,0,66,1.3,1.2,7,1,2.0,1,Focused,4.6,2,1.6,4,5,5,Practical,Business,2,3,8,2,30,Low
2663,17,Male,Urban,4.6,6,79,63,3.0,0,111,0.3,2.4,2,6,4.0,7,Distracted,5.9,0,0.8,6,9,7,Visual,Medical,5,8,7,1,57,Medium
2664,19,Female,Semi-Urban,2.7,2,53,52,2.8,1,12,2.4,2.5,5,10,10.0,2,Burnout,,5,0.5,9,8,1,Audio,Research,9,9,4,1,56,Medium
2665,22,Female,Urban,1.9,1,51,56,3.7,0,97,2.7,1.3,9,8,10.0,5,Distracted,8.7,4,0.5,7,3,8,Practical,Medical,9,3,6,8,60,Medium
2666,20,Female,Rural,3.0,3,56,53,1.9,0,110,2.0,3.6,6,8,8.0,5,Distracted,6.4,4,0.7,3,6,7,Practical,Medical,6,2,2,4,48,Low
2667,23,Male,Urban,5.5,6,84,57,4.7,0,52,0.2,0.9,10,2,7.0,9,Distracted,7.9,7,1.4,2,2,10,Visual,Engineering,9,3,9,1,29,Low
2668,16,Female,Urban,5.1,5,70,77,4.8,0,89,2.7,2.1,4,7,4.0,1,Burnout,7.9,2,1.4,4,7,3,Practical,Arts,7,9,3,4,69,Medium
2669,17,Female,Semi-Urban,2.3,5,64,77,2.5,0,84,1.9,1.0,4,6,7.0,6,Distracted,5.0,3,2.0,9,10,7,Visual,Research,8,4,8,1,31,Low
2670,18,Male,Rural,3.8,2,49,75,2.2,1,102,1.1,0.0,8,10,2.0,5,Distracted,5.4,7,1.5,1,8,6,Visual,Arts,4,5,2,8,60,Medium
2671,21,Female,Semi-Urban,6.0,3,88,94,4.6,0,52,1.8,2.4,6,2,7.0,6,Distracted,7.2,3,1.1,1,3,8,Reading,Research,3,7,1,4,94,High
2672,18,Male,Urban,3.8,2,51,64,3.4,1,61,1.8,2.2,6,6,2.0,7,Balanced,6.7,6,1.6,9,7,3,Reading,Engineering,7,8,4,3,40,Low
2673,16,Male,Rural,5.4,4,76,74,0.0,0,33,2.4,0.8,1,4,6.0,9,Burnout,7.1,3,1.5,7,5,4,Audio,Research,10,6,8,7,55,Medium
2674,16,Female,Semi-Urban,4.7,0,92,81,2.4,1,84,3.4,3.0,9,5,1.0,10,Burnout,6.0,5,1.1,4,10,1,Audio,Arts,10,6,4,1,24,Low
2675,16,Male,Semi-Urban,5.2,3,85,87,5.2,1,94,2.3,5.2,4,6,2.0,9,Burnout,6.3,7,2.0,7,10,9,Audio,Arts,2,2,4,1,12,Low
2676,19,Male,Rural,4.4,5,53,63,2.7,0,70,2.9,0.4,7,10,10.0,3,Focused,6.8,3,0.0,4,4,5,Practical,Research,3,1,4,1,67,Medium
2677,19,Male,Rural,5.8,0,92,91,0.2,0,80,1.9,2.7,10,8,3.0,1,Burnout,5.6,6,0.0,6,4,1,Audio,Research,8,9,3,10,84,High
2678,18,Female,Rural,5.0,7,93,91,6.5,0,53,2.8,4.9,9,7,7.0,2,Balanced,8.2,1,0.3,3,4,10,Practical,Arts,2,3,6,1,54,Medium
2679,22,Male,Rural,8.6,5,98,98,1.2,0,72,3.3,2.7,7,9,6.0,2,Burnout,8.5,5,2.6,8,3,3,Visual,Medical,6,4,7,7,97,High
2680,23,Male,Rural,5.3,5,80,78,5.2,0,107,0.9,4.5,6,1,8.0,9,Focused,6.2,4,0.1,8,1,1,Reading,Business,4,1,1,5,52,Medium
2681,20,Male,Rural,5.7,1,90,99,4.1,1,34,0.7,3.6,8,5,3.0,7,Distracted,5.7,5,1.9,4,7,10,Visual,Research,10,6,4,7,52,Medium
2682,22,Male,Rural,3.7,5,64,96,3.1,1,88,1.4,2.6,5,4,9.0,1,Balanced,5.3,4,0.0,6,4,5,Practical,Arts,8,5,10,2,39,Low
2683,17,Female,Rural,5.5,0,70,94,4.3,1,35,1.3,3.0,4,9,4.0,10,Distracted,6.9,4,0.0,8,10,2,Practical,Engineering,10,10,1,2,56,Medium
2684,21,Male,Urban,4.7,0,56,59,0.0,0,67,2.4,1.0,3,4,5.0,4,Burnout,9.0,6,1.7,4,8,6,Visual,Business,5,8,6,1,55,Medium
2685,20,Male,Urban,2.6,7,80,80,2.6,0,16,1.9,2.3,9,8,2.0,5,Balanced,6.4,2,0.2,3,9,1,Visual,Medical,7,8,6,4,59,Medium
2686,20,Male,Semi-Urban,1.7,3,56,55,3.0,1,15,1.4,1.1,10,2,7.0,2,Balanced,6.9,3,0.6,2,1,2,Reading,Medical,10,6,5,1,17,Low
2687,20,Female,Rural,3.2,7,45,60,3.2,0,9,1.2,3.2,10,6,5.0,8,Balanced,5.3,4,1.4,9,8,7,Visual,Arts,7,1,7,10,29,Low
2688,15,Male,Semi-Urban,3.6,4,59,65,4.6,0,95,2.2,0.6,8,9,8.0,2,Focused,5.4,7,0.1,2,8,8,Audio,Engineering,4,8,5,9,76,High
2689,18,Female,Urban,4.7,0,52,91,2.5,0,74,0.8,4.4,9,4,4.0,5,Balanced,5.0,3,0.0,2,4,9,Reading,Engineering,6,6,7,5,34,Low
2690,18,Female,Urban,3.6,4,72,69,4.7,0,13,0.6,1.8,5,1,5.0,8,Balanced,7.1,4,2.2,4,4,6,Audio,Engineering,10,1,4,1,24,Low
2691,18,Female,Rural,4.2,7,53,51,3.0,1,23,1.8,2.6,1,8,4.0,10,Burnout,6.3,2,1.2,9,8,8,Visual,Research,6,9,4,6,45,Low
2692,16,Female,Semi-Urban,5.2,4,83,83,1.5,0,97,1.6,1.8,2,6,7.0,8,Distracted,5.2,5,1.2,3,6,9,Reading,Arts,5,2,10,2,52,Medium
2693,18,Male,Semi-Urban,2.9,0,64,97,3.2,0,75,2.3,0.7,7,4,1.0,4,Burnout,6.9,3,0.1,10,4,7,Practical,Research,2,7,6,9,51,Medium
2694,16,Male,Rural,7.7,2,93,68,5.0,0,10,1.4,2.2,3,2,8.0,3,Burnout,6.6,4,0.0,5,2,2,Audio,Arts,6,2,6,7,68,Medium
2695,18,Male,Urban,3.5,4,74,81,2.1,1,95,0.8,2.1,3,5,1.0,1,Burnout,6.1,6,2.8,6,2,1,Reading,Business,10,5,5,2,47,Low
2696,21,Male,Rural,2.1,4,98,87,0.5,1,33,1.7,1.8,10,8,7.0,9,Distracted,6.1,5,0.9,8,3,1,Visual,Medical,4,9,8,6,51,Medium
2697,23,Male,Urban,4.4,2,67,77,0.2,1,43,2.1,2.0,5,3,7.0,1,Focused,3.9,7,0.2,4,7,7,Audio,Business,4,6,8,10,78,High
2698,18,Male,Urban,4.9,2,52,84,1.6,1,12,1.6,2.3,10,2,9.0,2,Balanced,7.0,2,1.8,3,9,9,Practical,Medical,6,2,7,4,52,Medium
2699,19,Male,Urban,4.8,3,48,55,2.9,0,39,0.0,3.1,5,1,10.0,3,Burnout,4.9,0,0.5,2,10,8,Visual,Medical,1,4,6,8,32,Low
